id,title,url,is_paid,price,is_practice_test_course,headline,language,name_from_site,rating,category,what_u_learn,description
3231569,Python for linear algebra (for absolute beginners),/course/test-the-pyla-waters/,False,Free,False,Dip your feet into the amazing world of using Python code to understand vectors and matrices.,English,Python for linear algebra (for absolute beginners),4.8,"Development,Data Science,Linear Algebra","Introduction to Python (no previous experience necessary!)
How to use Python online (no installation necessary!)
The basics of linear algebra
How to use Python to learn mathematics",
5090282,Time Management Secrets: 10X Your Productivity In 41 Minutes,/course/time-management-at-work/,False,Free,False,"Stop Procrastinating, Start Prioritizing - Enroll in!",English,Time Management Secrets: 10X Your Productivity In 41 Minutes,4.5,"Personal Development,Personal Productivity,Time Management","Manage time and tasks more effectively
Prioritize effectively to make sure you're working on the right things, at the right time
Practical tools and techniques for mastering time management
Implement systems that will save you time",
926630,Excel Dashboards in an Hour,/course/excel-dashboards-in-an-hour/,False,Free,False,"Learn how to create interactive Excel Dashboards in one hour. No special add-ins or tools required, just Excel.",English,Excel Dashboards in an Hour,4.7,"Office Productivity,Microsoft,Excel Dashboard","Create Interactive Excel Dashboards that will wow your boss and colleagues.
Be able to build Dashboards that are quick and easy to update, in fact they can update themselves (imagine being able to confidently say that in an interview), at the click of a button if you set them up right (I show you how).
Know which chart to choose for your data.",
4531610,Mathematics: Completing the square,/course/completing-the-square/,False,Free,False,Mathematics from high school to university,English,Mathematics: Completing the square,4.9,"Teaching & Academics,Math,Math","Completing the square: how it is done and why the method works (variants for 1, 2, and 3 variables); a geometric illustration of the method and its name.
Completing the square in one variable for solving quadratic equations with help of the discriminant and the quadratic formula; derivation of the formula.
Completing the square in one variable for plotting polynomials of second degree with help of graph transformations of the parabola y=x^2; finding new vertex.
Completing the square in two variables, one at a time, for identifying conic sections: circles, ellipses, parabolas, and hyperbolas.
Completing the square in three variables, one at a time, for identifying quadric surfaces: spheres, ellipsoids, hyperboloids, double cones, etc.
Completing the square in two or three variables for definiteness of 2x2 or 3x3 matrices / corresponding quadratic forms in 2 or 3 variables.",
5206992,"Become an AI-Powered Engineer: ChatGPT, Github Copilot",/course/become-an-ai-powered-engineer-chatgpt-github-copilot/,False,Free,False,"Take the comprehensive course on ChatGPT, GitHub Copilot, and Copilot Labs to learn how to write code 2x faster.",English,"Become an AI-Powered Engineer: ChatGPT, Github Copilot",4.6,"Development,Software Development Tools,ChatGPT","Overview of AI tools for developers and their impact on software development
Introduction to ChatGPT, a language model developed by OpenAI for code completion and generation
Integration of ChatGPT with popular IDEs and text editors
Hands-on exercises and projects to practice using ChatGPT to generate code snippets and complete code blocks
Introduction to GitHub Copilot, an AI-powered code assistant that suggests code as developers type
Setup and configuration of GitHub Copilot with popular programming languages
Practical applications of GitHub Copilot in software development
Introduction to Copilot Labs, an open-source initiative that creates powerful AI tools for developers
Contributions to Copilot Labs and use of the tools developed by the community
Hands-on exercises and projects to practice using AI tools to streamline the development workflow
Understanding of how AI works and its impact on software development
Knowledge and skills to increase productivity, build innovative applications, and further career in software development",
217000,Learn to Program in Javascript: Beginner to Pro,/course/programming-in-javascript/,False,Free,False,"Don't just be a good programmer, become a great one, because that is what matters.",English,Learn to Program in Javascript: Beginner to Pro,4.5,"Development,Programming Languages,JavaScript","understand object orientation in javascript
write functional programs in javascript
know some pitfalls and how to avoid them
write rich internet applications (AJAX style)",
1506978,14-day English language fluency course,/course/14-day-english-language-fluency-course/,False,Free,False,You will improve your spoken English in just 2 weeks!,English,14-day English language fluency course,4.7,"Teaching & Academics,Language Learning,English Language","Be able to speak fluently about 14 common topics.
Learn more than 100 new words.",
594360,HTML5 and CSS3 Fundamentals,/course/html5-fundamentals-for-beginners/,True,₺299.99,False,Build your very own website with HTML5 from scratch using HTML5 and CSS3 - designed for complete beginners,English,HTML5 and CSS3 Fundamentals,4.5,"Development,Web Development,CSS","Know how to use Html tags and build with the most common ones.
Learn the use of attributes and common settings.
Create CSS stylesheets that control your site design and set them up on your project site.
Understand how the elements go together to build each part of the site
Finish a complete typical website as part of your lessons.","When it comes to the world of technology, staying ahead of the curve is always a challenge. In the last year one aspect of this – the world wide web – has kicked up a gear with the introduction of HTML5, the newest version of the code that makes the web tick. If you learn HTML5 along with CSS3 (the next level of web design used on all modern websites), you’ll have a recipe for success; and this course will show you how.
Create a website from scratch with HMTL5 and CSS3
Build a complete functioning website section by section
Gain a solid knowledge base of HMTL5and CSS3 for future, more complex projects
Control your website’s appearance, functionality and navigability
Discover how HTML5 and CSS3 can be used in other areas of the web
Learn best practice techniques for building websites and web pages"
1298438,Art Fundamentals - Building Blocks of Digital Painting,/course/art-fundamentals-in-one-hour/,False,Free,False,A beginner's guide to the building blocks of digital art,English,Art Fundamentals - Building Blocks of Digital Painting,4.9,"Design,Graphic Design & Illustration,Digital Painting","Speak and understand the language of visual art
Create their first digital painting!",
4650144,Get Ready for Coding Interview,/course/get-ready-for-coding-interview/,False,Free,False,"Prepare for your next programming interview, no matter the language or tech stack. Examples in C#.",English,Get Ready for Coding Interview,4.9,"IT & Software,Other IT & Software,Coding Interview","Prepare for a coding interview, no matter the tech stack.
Understand how interviewers evaluate candidates.
Learn how to handle questions you don't know the answer to.
Make a learning plan to nail the technical questions.
Learn what non-technical questions to expect and how to prepare to answer them.
Understand how you can interview the company you apply to, to know if it's worth your time.
Free e-book and checklist included.",
2602414,Free AWS Certified Cloud Practitioner 2019,/course/free-aws-certified-cloud-practitioner/,False,Free,False,Get your first AWS Certification and Learn the AWS Fundamentals.,English,,,,,
1716470,Free Digital Marketing Basics Course,/course/free-digital-marketing-basics-course/,False,Free,False,Become Great at Digital Marketing,English,Free Digital Marketing Basics Course,4.2,"Marketing,Digital Marketing,Digital Marketing","They will be able to learn Digital Marketing basics and clarify some concepts on this subject.
Some part of this course also aims at practical digital marketing and personal branding that shall help people get some practical experience.
Learn Landing pages and email marketing practically
Learn about Various tools practically and live demo",
5278984,ChatGPT Prompt Engineering: 205+ Prompts Examples,/course/chatgpt-prompt-masterclass-live-examples/,False,Free,False,"Masterclass Worth Every Penny. Grow 100,000 Followers Fast!",English,ChatGPT Prompt Engineering: 205+ Prompts Examples,4.3,"IT & Software,Other IT & Software,ChatGPT","Creating engaging social media content using ChatGPT, and increasing social media followers and engagement.
Building a profitable business using ChatGPT, such as starting a content creation agency or a chatbot development company.
Improving productivity and efficiency by using ChatGPT to automate repetitive writing tasks, such as email responses or product descriptions.
Enhancing writing skills by practicing with ChatGPT and receiving feedback on writing styles, grammar, and tone.
Creating personalized chatbots using ChatGPT to improve customer service and increase customer satisfaction and loyalty.
Developing a deep understanding of natural language processing and text generation techniques, and applying this knowledge to real-world scenarios.
Exploring the latest trends and innovations in the field of AI-powered text generation and staying up-to-date with the latest developments in ChatGPT.",
238788,Learn Mindfulness Meditation for a Calmer and Clearer mind,/course/mindfulness-stress-reduction/,False,Free,False,Practical mindfulness meditation course showing the method how to increase concentration and reduce stress,English,Learn Mindfulness Meditation for a Calmer and Clearer mind,4.0,"Personal Development,Personal Transformation,Meditation","By the end of this programme you will have experienced and practiced all of the key mindfulness meditations. You will have learned how to
Develop your mental capacity, concentration, capability and focus.
Calm yourself in moments of anger, high stress and anxiety
Develop ongoing resilience to stress and anxiety
Deal calmly with stressful communications
Sleep better
Stop the mind from ruminating and get some inner peace
Allow your natural creativity to flourish
Develop a daily ritual of mindfulness meditation practice
Relax, to be you and enjoy being you
• Move from ""doing mindfulness"" to ""being mindful"" and become more effortlessly effective everyday",
2892418,Change Agility in the Workplace: Become a Change Agent,/course/change-agility-in-the-workplace-become-a-change-agent/,False,Free,False,Become an agent of change by adopting the agility and resilience skills required in the evolving modern workplace.,English,Change Agility in the Workplace: Become a Change Agent,4.5,"Personal Development,Personal Transformation,Change Management","Use situational awareness to better comprehend change as it happens.
Work through the 5 Stages of Change to navigate emotional responses to change.
Adopt ideation techniques to help generate innovative approaches to new situations.
Reframe your circumstances to confront change with a new perspective.
Discuss how to make decisions without knowing the full picture.
Identify the questions you need to answer in order to clearly communicate a change.",
